,FIPS,FIPS_NUM,COUNTY_NAME,STATE,UIC_NUMBER,UIC_GROUP,MEDICARE_ENROLL,POPESTIMATE,PHARMA_COUNT,ENERGY_RES,ENERGY_COM,ENERGY_IND,ENERGY_TTL,MEDICARE_RATE,RESIDENTIAL_RATE,MEDICARE_BIN,RESIDENTIAL_BIN,BIVARIATE_BIN
1669,31031,31031,Cherry County,NE,11,Nonmetro,1359,5455,1,36235.0,24632.0,25398.0,86265.0,0.249,0.42,B,2,B2
1901,37023,37023,Burke County,NC,2,Metro,21846,87570,13,477950.0,317223.0,438365.0,1233538.0,0.249,0.387,B,2,B2
1346,27065,27065,Kanabec County,MN,4,Nonmetro,3992,16032,1,64127.0,50122.0,33392.0,147641.0,0.249,0.434,B,2,B2
888,20001,20001,Allen County,KS,11,Nonmetro,3113,12526,1,60141.0,53102.0,206177.0,319420.0,0.249,0.188,B,1,B1
86,02195,2195,Petersburg Borough,AK,11,Nonmetro,846,3398,0,8891.0,0.0,469.0,9360.0,0.249,0.95,B,3,B3
2844,51049,51049,Cumberland County,VA,4,Nonmetro,2409,9675,1,68754.0,54787.0,4493.0,128034.0,0.249,0.537,B,3,B3
2295,42103,42103,Pike County,PA,1,Metro,14565,58535,2,290612.0,84970.0,73650.0,449232.0,0.249,0.647,B,3,B3
1674,31041,31041,Custer County,NE,9,Nonmetro,2625,10545,1,65856.0,33784.0,68094.0,167734.0,0.249,0.393,B,2,B2
1081,21177,21177,Muhlenberg County,KY,6,Nonmetro,7703,30928,6,173415.0,83878.0,167841.0,425134.0,0.249,0.408,B,2,B2
1313,26165,26165,Wexford County,MI,8,Nonmetro,8390,33673,6,98931.0,127994.0,130320.0,357245.0,0.249,0.277,B,1,B1
2287,42087,42087,Mifflin County,PA,5,Nonmetro,11472,46143,0,191234.0,89194.0,274215.0,554643.0,0.249,0.345,B,2,B2
625,17061,17061,Greene County,IL,4,Nonmetro,2981,11985,4,60883.0,27533.0,26141.0,114557.0,0.249,0.531,B,3,B3
1698,31089,31089,Holt County,NE,11,Nonmetro,2523,10127,2,52217.0,8464.0,79944.0,140625.0,0.249,0.371,B,2,B2
1766,33005,33005,Cheshire County,NH,5,Nonmetro,19044,76458,6,216373.0,227499.0,133783.0,577655.0,0.249,0.375,B,2,B2
2663,48281,48281,Lampasas County,TX,2,Metro,5392,21627,1,108952.0,37562.0,57542.0,204056.0,0.249,0.534,B,3,B3
3027,54069,54069,Ohio County,WV,2,Metro,10578,42425,5,207059.0,383918.0,216652.0,807629.0,0.249,0.256,B,1,B1
2017,38055,38055,McLean County,ND,7,Nonmetro,2430,9771,0,50392.0,81882.0,85513.0,217787.0,0.249,0.231,B,1,B1
1995,38011,38011,Bowman County,ND,12,Nonmetro,744,2993,1,14802.0,20374.0,26809.0,61985.0,0.249,0.239,B,1,B1
2394,46067,46067,Hutchinson County,SD,7,Nonmetro,1849,7427,0,38223.0,37079.0,30464.0,105766.0,0.249,0.361,B,2,B2
829,19081,19081,Hancock County,IA,9,Nonmetro,2692,10795,0,45763.0,29170.0,54523.0,129456.0,0.249,0.354,B,2,B2
1687,31067,31067,Gage County,NE,5,Nonmetro,5412,21704,3,161808.0,27697.0,349250.0,538755.0,0.249,0.3,B,1,B1
2576,48107,48107,Crosby County,TX,2,Metro,1276,5133,0,23332.0,59657.0,76833.0,159822.0,0.249,0.146,B,1,B1
1015,21045,21045,Casey County,KY,10,Nonmetro,3969,15941,0,90626.0,27533.0,528750.0,646909.0,0.249,0.14,B,1,B1
1935,37091,37091,Hertford County,NC,4,Nonmetro,5363,21552,2,133767.0,78153.0,192651.0,404571.0,0.249,0.331,B,2,B2
1919,37059,37059,Davie County,NC,2,Metro,10605,42712,5,237446.0,185936.0,93090.0,516472.0,0.248,0.46,B,3,B3
1551,29137,29137,Monroe County,MO,9,Nonmetro,2152,8666,0,50174.0,27846.0,31390.0,109410.0,0.248,0.459,B,3,B3
687,17185,17185,Wabash County,IL,11,Nonmetro,2815,11361,1,59434.0,51871.0,95369.0,206674.0,0.248,0.288,B,1,B1
2982,53057,53057,Skagit County,WA,2,Metro,32183,129523,18,436033.0,350192.0,732215.0,1518440.0,0.248,0.287,B,1,B1
1903,37027,37027,Caldwell County,NC,2,Metro,20006,80652,10,443468.0,285587.0,180989.0,910044.0,0.248,0.487,B,3,B3
154,05087,5087,Madison County,AR,2,Metro,4104,16521,1,86861.0,16195.0,108132.0,211188.0,0.248,0.411,B,2,B2
2331,45031,45031,Darlington County,SC,2,Metro,15599,62905,5,415495.0,222157.0,776525.0,1414177.0,0.248,0.294,B,1,B1
1580,29197,29197,Schuyler County,MO,8,Nonmetro,1000,4032,1,23540.0,8653.0,5486.0,37679.0,0.248,0.625,B,3,B3
1439,28077,28077,Lawrence County,MS,7,Nonmetro,2984,12016,0,83084.0,25037.0,38946.0,147067.0,0.248,0.565,B,3,B3
771,18149,18149,Starke County,IN,4,Nonmetro,5805,23371,2,83743.0,52285.0,27886.0,163914.0,0.248,0.511,B,3,B3
653,17117,17117,Macoupin County,IL,1,Metro,11144,44967,1,224040.0,168466.0,82538.0,475044.0,0.248,0.472,B,3,B3
1427,28053,28053,Humphreys County,MS,7,Nonmetro,1928,7785,1,45463.0,20076.0,11556.0,77095.0,0.248,0.59,B,3,B3
585,16069,16069,Nez Perce County,ID,2,Metro,10419,42090,4,178832.0,224185.0,968947.0,1371964.0,0.248,0.13,B,1,B1
273,08057,8057,Jackson County,CO,10,Nonmetro,342,1379,0,5755.0,6840.0,12948.0,25543.0,0.248,0.225,B,1,B1
655,17121,17121,Marion County,IL,3,Nonmetro,9344,37729,6,191765.0,196660.0,148212.0,536637.0,0.248,0.357,B,2,B2
1371,27115,27115,Pine County,MN,4,Nonmetro,7157,28876,3,107951.0,71934.0,34884.0,214769.0,0.248,0.503,B,3,B3
2186,40111,40111,Okmulgee County,OK,2,Metro,9110,36706,5,206975.0,121552.0,212185.0,540712.0,0.248,0.383,B,2,B2
1655,31003,31003,Antelope County,NE,10,Nonmetro,1559,6295,0,44614.0,14457.0,66892.0,125963.0,0.248,0.354,B,2,B2
1725,31143,31143,Polk County,NE,10,Nonmetro,1294,5214,0,30662.0,13965.0,41866.0,86493.0,0.248,0.355,B,2,B2
467,13163,13163,Jefferson County,GA,7,Nonmetro,3890,15709,2,89845.0,50941.0,307950.0,448736.0,0.248,0.2,B,1,B1
830,19083,19083,Hardin County,IA,6,Nonmetro,4180,16878,5,67167.0,54739.0,255658.0,377564.0,0.248,0.178,B,1,B1
3013,54041,54041,Lewis County,WV,9,Nonmetro,4223,17033,1,67772.0,47650.0,46380.0,161802.0,0.248,0.419,B,2,B2
1401,28001,28001,Adams County,MS,8,Nonmetro,7324,29538,5,174554.0,176762.0,140372.0,491688.0,0.248,0.355,B,2,B2
3133,56027,56027,Niobrara County,WY,12,Nonmetro,612,2467,1,10079.0,10890.0,40134.0,61103.0,0.248,0.165,B,1,B1
2885,51137,51137,Orange County,VA,4,Nonmetro,8981,36254,4,214373.0,167199.0,163505.0,545077.0,0.248,0.393,B,2,B2
2260,42033,42033,Clearfield County,PA,5,Nonmetro,20016,80562,2,275362.0,205234.0,656183.0,1136779.0,0.248,0.242,B,1,B1
1601,30007,30007,Broadwater County,MT,10,Nonmetro,1681,6774,0,21676.0,22921.0,51127.0,95724.0,0.248,0.226,B,1,B1
3083,55071,55071,Manitowoc County,WI,5,Nonmetro,20080,81359,7,236210.0,324214.0,547618.0,1108042.0,0.247,0.213,B,1,B1
1061,21137,21137,Lincoln County,KY,8,Nonmetro,6007,24275,3,152734.0,40813.0,26588.0,220135.0,0.247,0.694,B,3,B3
2948,51790,51790,Staunton city,VA,2,Metro,6359,25750,4,115553.0,0.0,6322.0,121875.0,0.247,0.948,B,3,B3
842,19107,19107,Keokuk County,IA,7,Nonmetro,2476,10033,0,47698.0,18990.0,45768.0,112456.0,0.247,0.424,B,2,B2
1072,21159,21159,Martin County,KY,12,Nonmetro,2791,11287,1,67428.0,20057.0,266780.0,354265.0,0.247,0.19,B,1,B1
1534,29103,29103,Knox County,MO,10,Nonmetro,924,3744,0,23621.0,9568.0,17769.0,50958.0,0.247,0.464,B,3,B3
3049,55003,55003,Ashland County,WI,11,Nonmetro,3952,16027,2,53782.0,95819.0,19862.0,169463.0,0.247,0.317,B,1,B1
2086,39087,39087,Lawrence County,OH,2,Metro,14389,58240,8,340249.0,158303.0,36672.0,535224.0,0.247,0.636,B,3,B3
300,08111,8111,San Juan County,CO,10,Nonmetro,174,705,0,2310.0,6786.0,54303.0,63399.0,0.247,0.036,B,1,B1
1756,32019,32019,Lyon County,NV,5,Nonmetro,14638,59235,3,148871.0,129290.0,857161.0,1135322.0,0.247,0.131,B,1,B1
1220,25007,25007,Dukes County,MA,8,Nonmetro,5084,20600,0,52163.0,62616.0,3379.0,118158.0,0.247,0.441,B,2,B2
817,19057,19057,Des Moines County,IA,8,Nonmetro,9623,38910,5,165219.0,235005.0,258374.0,658598.0,0.247,0.251,B,1,B1
1047,21109,21109,Jackson County,KY,10,Nonmetro,3194,12955,0,82342.0,25849.0,10320.0,118511.0,0.247,0.695,B,3,B3
1002,21019,21019,Boyd County,KY,2,Metro,11915,48261,5,272528.0,349509.0,1190127.0,1812164.0,0.247,0.15,B,1,B1
3106,55115,55115,Shawano County,WI,5,Nonmetro,10097,40881,3,133741.0,94653.0,229731.0,458125.0,0.247,0.292,B,1,B1
3076,55057,55057,Juneau County,WI,9,Nonmetro,6612,26718,1,88748.0,50956.0,81101.0,220805.0,0.247,0.402,B,2,B2
538,13307,13307,Webster County,GA,6,Nonmetro,579,2348,1,16441.0,2714.0,24861.0,44016.0,0.247,0.374,B,2,B2
1020,21055,21055,Crittenden County,KY,9,Nonmetro,2224,8990,1,55770.0,20095.0,67682.0,143547.0,0.247,0.389,B,2,B2
16,01033,1033,Colbert County,AL,2,Metro,14156,57227,8,344526.0,409476.0,882642.0,1636644.0,0.247,0.211,B,1,B1
3121,56003,56003,Big Horn County,WY,12,Nonmetro,2847,11521,0,41435.0,38276.0,365048.0,444759.0,0.247,0.093,B,1,B1
2508,47161,47161,Stewart County,TN,7,Nonmetro,3379,13657,2,94887.0,18620.0,25227.0,138734.0,0.247,0.684,B,3,B3
1292,26123,26123,Newaygo County,MI,6,Nonmetro,12329,49978,7,158627.0,83363.0,124354.0,366344.0,0.247,0.433,B,2,B2
2481,47107,47107,McMinn County,TN,5,Nonmetro,13183,53276,5,307810.0,165670.0,359103.0,832583.0,0.247,0.37,B,2,B2
1341,27055,27055,Houston County,MN,2,Metro,4651,18843,0,88007.0,39952.0,45685.0,173644.0,0.247,0.507,B,3,B3
911,20047,20047,Edwards County,KS,10,Nonmetro,717,2907,0,13085.0,23026.0,8319.0,44430.0,0.247,0.295,B,1,B1
903,20031,20031,Coffey County,KS,6,Nonmetro,2066,8360,2,43274.0,32107.0,57771.0,133152.0,0.247,0.325,B,2,B2
3136,56033,56033,Sheridan County,WY,8,Nonmetro,7649,30921,5,134544.0,234113.0,192665.0,561322.0,0.247,0.24,B,1,B1
894,20013,20013,Brown County,KS,6,Nonmetro,2351,9508,2,43787.0,43937.0,20314.0,108038.0,0.247,0.405,B,2,B2
1057,21129,21129,Lee County,KY,12,Nonmetro,1820,7395,0,41778.0,14849.0,18372.0,74999.0,0.246,0.557,B,3,B3
847,19117,19117,Lucas County,IA,6,Nonmetro,2128,8634,1,39963.0,36621.0,19455.0,96039.0,0.246,0.416,B,2,B2
111,05001,5001,Arkansas County,AR,6,Nonmetro,4220,17149,6,103617.0,78489.0,110710.0,292816.0,0.246,0.354,B,2,B2
1023,21061,21061,Edmonson County,KY,2,Metro,2982,12126,2,78327.0,15664.0,24130.0,118121.0,0.246,0.663,B,3,B3
2412,46103,46103,Pennington County,SD,2,Metro,26822,109222,5,388259.0,625414.0,544470.0,1558143.0,0.246,0.249,B,1,B1
1962,37145,37145,Person County,NC,2,Metro,9616,39097,3,226454.0,122853.0,138302.0,487609.0,0.246,0.464,B,3,B3
1671,31035,31035,Clay County,NE,7,Nonmetro,1502,6104,1,41557.0,9063.0,37910.0,88530.0,0.246,0.469,B,3,B3
2072,39059,39059,Guernsey County,OH,5,Nonmetro,9439,38438,3,181990.0,176985.0,457951.0,816926.0,0.246,0.223,B,1,B1
1186,23019,23019,Penobscot County,ME,2,Metro,37407,152199,13,386648.0,462685.0,122187.0,971520.0,0.246,0.398,B,2,B2
2688,48331,48331,Milam County,TX,4,Nonmetro,6080,24754,2,132396.0,66428.0,104026.0,302850.0,0.246,0.437,B,2,B2
2631,48217,48217,Hill County,TX,4,Nonmetro,8836,35874,6,186110.0,322852.0,107201.0,616163.0,0.246,0.302,B,1,B1
3090,55083,55083,Oconto County,WI,2,Metro,9566,38965,3,123552.0,78448.0,175771.0,377771.0,0.246,0.327,B,2,B2
1474,28147,28147,Walthall County,MS,10,Nonmetro,3412,13884,0,98594.0,24652.0,52407.0,175653.0,0.246,0.561,B,3,B3
1991,38003,38003,Barnes County,ND,6,Nonmetro,2674,10853,3,63180.0,89619.0,109899.0,262698.0,0.246,0.241,B,1,B1
1192,23031,23031,York County,ME,2,Metro,52199,211972,15,599138.0,607846.0,321933.0,1528917.0,0.246,0.392,B,2,B2
2731,48417,48417,Shackelford County,TX,7,Nonmetro,765,3105,0,18943.0,32038.0,109213.0,160194.0,0.246,0.118,B,1,B1
607,17025,17025,Clay County,IL,9,Nonmetro,3272,13288,1,66748.0,51512.0,92361.0,210621.0,0.246,0.317,B,1,B1
929,20083,20083,Hodgeman County,KS,10,Nonmetro,423,1723,0,8778.0,8127.0,8744.0,25649.0,0.246,0.342,B,2,B2
1358,27089,27089,Marshall County,MN,7,Nonmetro,2221,9040,0,51464.0,49628.0,33387.0,134479.0,0.246,0.383,B,2,B2
2345,45059,45059,Laurens County,SC,2,Metro,16610,67539,7,379612.0,410188.0,459320.0,1249120.0,0.246,0.304,B,1,B1
2901,51171,51171,Shenandoah County,VA,4,Nonmetro,10883,44186,3,233632.0,227024.0,353659.0,814315.0,0.246,0.287,B,1,B1
2344,45057,45057,Lancaster County,SC,1,Metro,23634,96016,10,402658.0,288975.0,190653.0,882286.0,0.246,0.456,B,3,B3
762,18131,18131,Pulaski County,IN,4,Nonmetro,3075,12514,0,53376.0,31852.0,49276.0,134504.0,0.246,0.397,B,2,B2
1625,30055,30055,McCone County,MT,12,Nonmetro,425,1729,0,8189.0,10881.0,26413.0,45483.0,0.246,0.18,B,1,B1
1151,22077,22077,Pointe Coupee Parish,LA,2,Metro,5085,20758,2,136331.0,22724.0,208471.0,367526.0,0.245,0.371,B,2,B2
400,13027,13027,Brooks County,GA,2,Metro,3999,16301,1,101629.0,38330.0,72018.0,211977.0,0.245,0.479,B,3,B3
2453,47051,47051,Franklin County,TN,5,Nonmetro,10466,42774,4,259826.0,163127.0,98599.0,521552.0,0.245,0.498,B,3,B3
131,05041,5041,Desha County,AR,6,Nonmetro,2787,11395,2,68869.0,52202.0,46593.0,167664.0,0.245,0.411,B,2,B2
1345,27063,27063,Jackson County,MN,9,Nonmetro,2444,9989,0,63947.0,48183.0,94778.0,206908.0,0.245,0.309,B,1,B1
623,17057,17057,Fulton County,IL,5,Nonmetro,8233,33609,3,143555.0,92009.0,44936.0,280500.0,0.245,0.512,B,3,B3
1456,28111,28111,Perry County,MS,2,Metro,2823,11511,0,66510.0,20226.0,15000.0,101736.0,0.245,0.654,B,3,B3
2428,47001,47001,Anderson County,TN,2,Metro,18887,77123,12,431013.0,369172.0,394990.0,1195175.0,0.245,0.361,B,2,B2
2351,45071,45071,Newberry County,SC,5,Nonmetro,9240,37719,5,212969.0,132370.0,388434.0,733773.0,0.245,0.29,B,1,B1
2,01005,1005,Barbour County,AL,6,Nonmetro,6192,25223,3,136098.0,87199.0,334420.0,557717.0,0.245,0.244,B,1,B1
2274,42061,42061,Huntingdon County,PA,5,Nonmetro,10805,44092,1,188360.0,74419.0,79729.0,342508.0,0.245,0.55,B,3,B3
2478,47101,47101,Lewis County,TN,4,Nonmetro,3085,12582,2,68010.0,47327.0,21732.0,137069.0,0.245,0.496,B,3,B3
1633,30071,30071,Phillips County,MT,12,Nonmetro,1035,4217,0,16686.0,10565.0,23260.0,50511.0,0.245,0.33,B,2,B2
2353,45075,45075,Orangeburg County,SC,5,Nonmetro,20676,84223,9,489233.0,336418.0,639276.0,1464927.0,0.245,0.334,B,2,B2
2010,38041,38041,Hettinger County,ND,10,Nonmetro,610,2489,0,12109.0,14794.0,27757.0,54660.0,0.245,0.222,B,1,B1
390,13007,13007,Baker County,GA,2,Metro,706,2876,0,22382.0,2157.0,10587.0,35126.0,0.245,0.637,B,3,B3
2552,48059,48059,Callahan County,TX,2,Metro,3356,13708,1,72788.0,68097.0,109401.0,250286.0,0.245,0.291,B,1,B1
2761,48477,48477,Washington County,TX,3,Nonmetro,8760,35805,4,181059.0,171964.0,439220.0,792243.0,0.245,0.229,B,1,B1
1980,37181,37181,Vance County,NC,3,Nonmetro,10428,42578,5,230277.0,165439.0,107340.0,503056.0,0.245,0.458,B,3,B3
1866,36077,36077,Otsego County,NY,8,Nonmetro,14366,58524,3,102903.0,109212.0,57861.0,269976.0,0.245,0.381,B,2,B2
642,17095,17095,Knox County,IL,5,Nonmetro,12246,49967,6,209955.0,252047.0,61940.0,523942.0,0.245,0.401,B,2,B2
977,20179,20179,Sheridan County,KS,12,Nonmetro,599,2447,0,11896.0,10062.0,12238.0,34196.0,0.245,0.348,B,2,B2
2774,48503,48503,Young County,TX,11,Nonmetro,4377,17867,3,105767.0,105998.0,521210.0,732975.0,0.245,0.144,B,1,B1
3053,55011,55011,Buffalo County,WI,6,Nonmetro,3257,13317,1,57899.0,31379.0,40758.0,130036.0,0.245,0.445,B,3,B3
600,17011,17011,Bureau County,IL,8,Nonmetro,8152,33244,2,144955.0,101330.0,137807.0,384092.0,0.245,0.377,B,2,B2
3119,55141,55141,Wood County,WI,5,Nonmetro,18152,74207,4,264896.0,242799.0,592597.0,1100292.0,0.245,0.241,B,1,B1
1834,36013,36013,Chautauqua County,NY,3,Nonmetro,31251,127657,2,178979.0,195024.0,466832.0,840835.0,0.245,0.213,B,1,B1
3008,54031,54031,Hardy County,WV,6,Nonmetro,3510,14299,3,67300.0,31641.0,961726.0,1060667.0,0.245,0.063,B,1,B1
2418,46115,46115,Spink County,SD,10,Nonmetro,1558,6361,1,33962.0,26627.0,28877.0,89466.0,0.245,0.38,B,2,B2
171,05121,5121,Randolph County,AR,9,Nonmetro,4557,18571,3,89962.0,38172.0,44175.0,172309.0,0.245,0.522,B,3,B3
2342,45053,45053,Jasper County,SC,2,Metro,7067,28791,3,126661.0,125041.0,222074.0,473776.0,0.245,0.267,B,1,B1
2356,45081,45081,Saluda County,SC,2,Metro,4595,18862,1,104772.0,35946.0,188318.0,329036.0,0.244,0.318,B,2,B2
809,19041,19041,Clay County,IA,8,Nonmetro,4001,16384,4,70088.0,72702.0,57080.0,199870.0,0.244,0.351,B,2,B2
660,17131,17131,Mercer County,IL,2,Metro,3824,15699,1,67343.0,34542.0,54203.0,156088.0,0.244,0.431,B,2,B2
2306,42125,42125,Washington County,PA,1,Metro,50988,209349,6,935043.0,819170.0,1448495.0,3202708.0,0.244,0.292,B,1,B1
1788,34029,34029,Ocean County,NJ,1,Metro,155660,637229,39,2173320.0,1531179.0,124625.0,3829124.0,0.244,0.568,B,3,B3
1006,21027,21027,Breckinridge County,KY,7,Nonmetro,4979,20432,2,94392.0,43718.0,32870.0,170980.0,0.244,0.552,B,3,B3
1056,21127,21127,Lawrence County,KY,7,Nonmetro,3983,16293,2,93409.0,31669.0,94002.0,219080.0,0.244,0.426,B,2,B2
2057,39029,39029,Columbiana County,OH,3,Nonmetro,24847,101877,6,507581.0,249950.0,344239.0,1101770.0,0.244,0.461,B,3,B3
2039,38099,38099,Walsh County,ND,6,Nonmetro,2574,10563,3,85447.0,63447.0,125282.0,274176.0,0.244,0.312,B,1,B1
180,05139,5139,Union County,AR,8,Nonmetro,9534,39054,4,222132.0,194345.0,2224698.0,2641175.0,0.244,0.084,B,1,B1
1089,21193,21193,Perry County,KY,11,Nonmetro,6934,28473,4,174875.0,108108.0,100093.0,383076.0,0.244,0.457,B,3,B3
261,08033,8033,Dolores County,CO,12,Nonmetro,568,2326,0,5632.0,7341.0,27683.0,40656.0,0.244,0.139,B,1,B1
2875,51113,51113,Madison County,VA,4,Nonmetro,3379,13837,0,73892.0,11822.0,7289.0,93003.0,0.244,0.795,B,3,B3
1966,37153,37153,Richmond County,NC,8,Nonmetro,10486,42946,2,278357.0,223609.0,478416.0,980382.0,0.244,0.284,B,1,B1
2505,47155,47155,Sevier County,TN,5,Nonmetro,23956,98380,15,537678.0,922207.0,77824.0,1537709.0,0.244,0.35,B,2,B2
1926,37073,37073,Gates County,NC,1,Metro,2556,10478,0,73075.0,18648.0,12593.0,104316.0,0.244,0.701,B,3,B3
2327,45023,45023,Chester County,SC,1,Metro,7885,32294,3,183523.0,142553.0,295175.0,621251.0,0.244,0.295,B,1,B1
942,20109,20109,Logan County,KS,12,Nonmetro,675,2762,1,11757.0,17838.0,6401.0,35996.0,0.244,0.327,B,2,B2
2455,47055,47055,Giles County,TN,4,Nonmetro,7403,30346,2,172718.0,126061.0,92959.0,391738.0,0.244,0.441,B,2,B2
2191,40121,40121,Pittsburg County,OK,8,Nonmetro,10679,43773,2,258267.0,180706.0,81506.0,520479.0,0.244,0.496,B,3,B3
2315,44009,44009,Washington County,RI,1,Metro,31642,129839,13,412876.0,431303.0,264186.0,1108365.0,0.244,0.373,B,2,B2
2165,40069,40069,Johnston County,OK,9,Nonmetro,2509,10272,1,61742.0,35479.0,28158.0,125379.0,0.244,0.492,B,3,B3
2466,47077,47077,Henderson County,TN,6,Nonmetro,6789,27842,3,152892.0,89171.0,67676.0,309739.0,0.244,0.494,B,3,B3
950,20125,20125,Montgomery County,KS,8,Nonmetro,7648,31486,4,153631.0,202786.0,756915.0,1113332.0,0.243,0.138,B,1,B1
719,18045,18045,Fountain County,IN,6,Nonmetro,4010,16479,2,90846.0,33405.0,37279.0,161530.0,0.243,0.562,B,3,B3
3142,56045,56045,Weston County,WY,9,Nonmetro,1664,6838,0,44375.0,103366.0,363855.0,511596.0,0.243,0.087,B,1,B1
370,12101,12101,Pasco County,FL,1,Metro,136387,561891,88,2446619.0,1508177.0,131167.0,4085963.0,0.243,0.599,B,3,B3
2827,51015,51015,Augusta County,VA,2,Metro,18834,77487,6,388477.0,355586.0,168118.0,912181.0,0.243,0.426,B,2,B2
1488,29011,29011,Barton County,MO,6,Nonmetro,2828,11637,2,59846.0,61576.0,23745.0,145167.0,0.243,0.412,B,2,B2
510,13251,13251,Screven County,GA,6,Nonmetro,3413,14067,2,75966.0,36518.0,94671.0,207155.0,0.243,0.367,B,2,B2
1284,26107,26107,Mecosta County,MI,5,Nonmetro,9646,39714,6,121741.0,98778.0,800150.0,1020669.0,0.243,0.119,B,1,B1
919,20063,20063,Gove County,KS,12,Nonmetro,660,2718,1,12156.0,18948.0,30644.0,61748.0,0.243,0.197,B,1,B1
1409,28017,28017,Chickasaw County,MS,9,Nonmetro,4159,17106,1,94457.0,81623.0,239081.0,415161.0,0.243,0.228,B,1,B1
2030,38081,38081,Sargent County,ND,10,Nonmetro,937,3862,0,26392.0,26916.0,143848.0,197156.0,0.243,0.134,B,1,B1
2240,41065,41065,Wasco County,OR,3,Nonmetro,6489,26670,3,132141.0,31606.0,34293.0,198040.0,0.243,0.667,B,3,B3
1763,32510,32510,Carson City,NV,2,Metro,14254,58639,5,148266.0,0.0,87406.0,235672.0,0.243,0.629,B,3,B3
39,01079,1079,Lawrence County,AL,2,Metro,8030,33073,5,222687.0,78750.0,80523.0,381960.0,0.243,0.583,B,3,B3
2046,39007,39007,Ashtabula County,OH,3,Nonmetro,23639,97574,7,372486.0,343987.0,584326.0,1300799.0,0.242,0.286,B,1,B1
2588,48131,48131,Duval County,TX,9,Nonmetro,2376,9831,0,55759.0,50530.0,93885.0,200174.0,0.242,0.279,B,1,B1
764,18135,18135,Randolph County,IN,6,Nonmetro,5925,24502,2,149117.0,69863.0,272747.0,491727.0,0.242,0.303,B,1,B1
791,19005,19005,Allamakee County,IA,6,Nonmetro,3399,14061,0,57654.0,33085.0,101083.0,191822.0,0.242,0.301,B,1,B1
2290,42093,42093,Montour County,PA,2,Metro,4395,18136,0,85377.0,65184.0,21756.0,172317.0,0.242,0.495,B,3,B3
1951,37123,37123,Montgomery County,NC,6,Nonmetro,6233,25751,3,157970.0,80068.0,321364.0,559402.0,0.242,0.282,B,1,B1
2049,39013,39013,Belmont County,OH,2,Metro,16105,66497,12,354210.0,176317.0,140562.0,671089.0,0.242,0.528,B,3,B3
2189,40117,40117,Pawnee County,OK,2,Metro,3761,15553,1,88896.0,49684.0,84822.0,223402.0,0.242,0.398,B,2,B2
755,18117,18117,Orange County,IN,4,Nonmetro,4808,19867,2,112602.0,66675.0,93367.0,272644.0,0.242,0.413,B,2,B2
682,17175,17175,Stark County,IL,2,Metro,1305,5400,0,25679.0,12786.0,14120.0,52585.0,0.242,0.488,B,3,B3
1886,36117,36117,Wayne County,NY,1,Metro,22074,91283,4,322696.0,257874.0,133936.0,714506.0,0.242,0.452,B,3,B3
1988,37197,37197,Yadkin County,NC,2,Metro,9009,37214,2,231125.0,97677.0,435878.0,764680.0,0.242,0.302,B,1,B1
876,19175,19175,Union County,IA,6,Nonmetro,2943,12138,2,54230.0,37058.0,75828.0,167116.0,0.242,0.325,B,2,B2
2199,40137,40137,Stephens County,OK,3,Nonmetro,10389,42848,7,271009.0,150043.0,181559.0,602611.0,0.242,0.45,B,3,B3
2278,42069,42069,Lackawanna County,PA,2,Metro,52141,215896,10,785258.0,1015981.0,439701.0,2240940.0,0.242,0.35,B,2,B2
511,13253,13253,Seminole County,GA,6,Nonmetro,2210,9147,0,59264.0,36527.0,9016.0,104807.0,0.242,0.565,B,3,B3
2179,40097,40097,Mayes County,OK,6,Nonmetro,9461,39046,5,239635.0,222127.0,662847.0,1124609.0,0.242,0.213,B,1,B1
1470,28139,28139,Tippah County,MS,4,Nonmetro,5278,21815,3,121306.0,70616.0,125724.0,317646.0,0.242,0.382,B,2,B2
2528,48011,48011,Armstrong County,TX,2,Metro,448,1848,1,8523.0,6751.0,10132.0,25406.0,0.242,0.335,B,2,B2
1004,21023,21023,Bracken County,KY,1,Metro,2032,8400,0,53355.0,14435.0,49040.0,116830.0,0.242,0.457,B,3,B3
2729,48413,48413,Schleicher County,TX,7,Nonmetro,594,2451,0,16842.0,13945.0,10016.0,40803.0,0.242,0.413,B,2,B2
2947,51775,51775,Salem city,VA,2,Metro,6129,25346,7,117765.0,0.0,138374.0,256139.0,0.242,0.46,B,3,B3
1328,27029,27029,Clearwater County,MN,7,Nonmetro,2062,8524,1,45796.0,25733.0,11200.0,82729.0,0.242,0.554,B,3,B3
959,20143,20143,Ottawa County,KS,8,Nonmetro,1390,5735,1,28702.0,16515.0,10402.0,55619.0,0.242,0.516,B,3,B3
2470,47085,47085,Humphreys County,TN,4,Nonmetro,4587,18990,3,96636.0,88487.0,35000.0,220123.0,0.242,0.439,B,2,B2
1520,29075,29075,Gentry County,MO,7,Nonmetro,1490,6162,1,35145.0,32785.0,10936.0,78866.0,0.242,0.446,B,3,B3
1435,28069,28069,Kemper County,MS,8,Nonmetro,2174,8988,0,47016.0,11556.0,18177.0,76749.0,0.242,0.613,B,3,B3
2566,48087,48087,Collingsworth County,TX,10,Nonmetro,642,2652,0,13981.0,20036.0,19826.0,53843.0,0.242,0.26,B,1,B1
1590,29217,29217,Vernon County,MO,11,Nonmetro,4768,19707,5,106004.0,90960.0,60447.0,257411.0,0.242,0.412,B,2,B2
